Senegal,1995,0.111,510
Senegal,1996,0.112,519
Senegal,1997,0.113,537
Senegal,1998,0.114,561
Senegal,1999,0.115,598
Senegal,2000,0.116,614
Senegal,2001,0.116,636
Senegal,2002,0.115,654
Senegal,2003,0.114,669
Senegal,2004,0.114,696
Senegal,2005,0.113,727
Senegal,2006,0.112,749
Senegal,2007,0.112,781
Senegal,2008,0.111,802
Senegal,2009,0.11,822
Senegal,2010,0.11,848
Senegal,2011,0.109,877
Senegal,2012,0.108,908
Senegal,2013,0.107,942
Serbia,1990,0.0768,1890
Serbia,1991,0.0775,1900
Serbia,1992,0.0782,1960
Serbia,1993,0.0788,2020
Serbia,1994,0.0792,2060
Serbia,1995,0.0793,2090
Serbia,1996,0.0781,2120
Serbia,1997,0.0764,2130
Serbia,1998,0.0744,2120
Serbia,1999,0.0725,2120
Serbia,2000,0.071,2110
Serbia,2001,0.071,2080
Serbia,2002,0.0715,2040
Serbia,2003,0.0722,2020
Serbia,2004,0.0727,1980
Serbia,2005,0.0727,1940
Serbia,2006,0.0718,1900
Serbia,2007,0.0705,1860
Serbia,2008,0.069,1830
Serbia,2009,0.0673,1810
Serbia,2010,0.0658,1780
Serbia,2011,0.0643,1750
Serbia,2012,0.0629,1730
Serbia,2013,0.0615,1720
Seychelles,1990,0.106,11
Seychelles,1991,0.106,11.2
Seychelles,1992,0.106,11.2
Seychelles,1993,0.105,11.1
Seychelles,1994,0.103,10.7
Seychelles,1995,0.101,10.2
Seychelles,1996,0.1,9.8
Seychelles,1997,0.0996,9.29
Seychelles,1998,0.0997,8.99
Seychelles,1999,0.0999,8.77
Seychelles,2000,0.1,8.56
Seychelles,2001,0.0987,8.58
Seychelles,2002,0.096,8.65
Seychelles,2003,0.0923,8.75
Seychelles,2004,0.0883,8.71
Seychelles,2005,0.0844,8.62
Seychelles,2006,0.0831,8.27
Seychelles,2007,0.0828,8.09
Seychelles,2008,0.083,8.04
Seychelles,2009,0.0831,8
Seychelles,2010,0.0825,7.94
Seychelles,2011,0.0801,7.98
Seychelles,2012,0.0773,7.83
Seychelles,2013,0.0743,7.81
Sierra Leone,1990,0.102,151
Sierra Leone,1991,0.102,152
Sierra Leone,1992,0.102,154
Sierra Leone,1993,0.103,153
Sierra Leone,1994,0.103,154
Sierra Leone,1995,0.104,158
Sierra Leone,1996,0.105,160
Sierra Leone,1997,0.105,170
Sierra Leone,1998,0.106,171
Sierra Leone,1999,0.107,176
Sierra Leone,2000,0.108,180
Sierra Leone,2001,0.108,190
Sierra Leone,2002,0.108,207
Sierra Leone,2003,0.108,218
Sierra Leone,2004,0.108,228
Sierra Leone,2005,0.109,240
Sierra Leone,2006,0.108,248
Sierra Leone,2007,0.108,258
Sierra Leone,2008,0.108,267
Sierra Leone,2009,0.108,276
Sierra Leone,2010,0.109,285
Sierra Leone,2011,0.108,289
Sierra Leone,2012,0.108,300
Sierra Leone,2013,0.108,306
Singapore,1990,0.0836,440
Singapore,1991,0.0799,421
Singapore,1992,0.0767,411
Singapore,1993,0.0739,401
Singapore,1994,0.0714,406
Singapore,1995,0.0692,411
Singapore,1996,0.067,402
Singapore,1997,0.066,405
Singapore,1998,0.0664,407
Singapore,1999,0.0675,407
Singapore,2000,0.0683,414
Singapore,2001,0.0673,411
Singapore,2002,0.0666,418
Singapore,2003,0.0673,420
Singapore,2004,0.0692,414
Singapore,2005,0.0713,410
Singapore,2006,0.0709,417
Singapore,2007,0.0711,403
Singapore,2008,0.0726,399
Singapore,2009,0.0746,400
Singapore,2010,0.0755,393
Singapore,2011,0.0729,391
Singapore,2012,0.0699,398
Singapore,2013,0.0679,397
Slovak Republic,1990,0.082,866
Slovak Republic,1991,0.0839,865
Slovak Republic,1992,0.0857,857
Slovak Republic,1993,0.0874,830
Slovak Republic,1994,0.0886,809
Slovak Republic,1995,0.0891,803
Slovak Republic,1996,0.0888,790
Slovak Republic,1997,0.0878,800
Slovak Republic,1998,0.0863,814
Slovak Republic,1999,0.0848,813
Slovak Republic,2000,0.0834,809
Slovak Republic,2001,0.0821,799
Slovak Republic,2002,0.0808,795
Slovak Republic,2003,0.0795,785
Slovak Republic,2004,0.0782,763
Slovak Republic,2005,0.0767,757
Slovak Republic,2006,0.075,737
Slovak Republic,2007,0.0732,740
Slovak Republic,2008,0.0714,756
Slovak Republic,2009,0.0693,754
Slovak Republic,2010,0.0669,747
Slovak Republic,2011,0.0643,739
Slovak Republic,2012,0.0614,732
Slovak Republic,2013,0.0584,717
Slovenia,1990,0.072,665
Slovenia,1991,0.0722,676
Slovenia,1992,0.0732,673
Slovenia,1993,0.0745,681
Slovenia,1994,0.0756,674
Slovenia,1995,0.0761,654
Slovenia,1996,0.076,656
Slovenia,1997,0.0751,655
Slovenia,1998,0.0736,657
Slovenia,1999,0.0719,651
Slovenia,2000,0.0703,638
Slovenia,2001,0.0689,627
Slovenia,2002,0.0676,608
Slovenia,2003,0.0661,602
Slovenia,2004,0.0645,581
Slovenia,2005,0.0624,562
Slovenia,2006,0.0603,553
Slovenia,2007,0.0578,528
Slovenia,2008,0.0551,501
Slovenia,2009,0.0525,491
Slovenia,2010,0.0502,476
Slovenia,2011,0.0488,466
Slovenia,2012,0.0478,464
Slovenia,2013,0.0471,460
Solomon Islands,1990,0.117,47
Solomon Islands,1991,0.118,48.8
Solomon Islands,1992,0.119,50.6
Solomon Islands,1993,0.118,52.5
Solomon Islands,1994,0.118,54.6
Solomon Islands,1995,0.117,56.1
Solomon Islands,1996,0.116,58.3
Solomon Islands,1997,0.114,61.9
Solomon Islands,1998,0.112,64.2
Solomon Islands,1999,0.11,66.3
Solomon Islands,2000,0.109,65.9
Solomon Islands,2001,0.108,67.4
Solomon Islands,2002,0.107,69.1
Solomon Islands,2003,0.106,70.8
Solomon Islands,2004,0.105,72.2
Solomon Islands,2005,0.105,74
Solomon Islands,2006,0.104,76.3
Solomon Islands,2007,0.104,79.3
Solomon Islands,2008,0.104,81.2
Solomon Islands,2009,0.103,83
Solomon Islands,2010,0.103,84.1
Solomon Islands,2011,0.104,85
Solomon Islands,2012,0.104,86
Solomon Islands,2013,0.104,87.4
Somalia,1990,0.105,325
Somalia,1991,0.103,325
Somalia,1992,0.102,325
Somalia,1993,0.101,324
Somalia,1994,0.0999,326
Somalia,1995,0.0988,329
Somalia,1996,0.0976,335
Somalia,1997,0.0966,342
Somalia,1998,0.0959,351
Somalia,1999,0.0955,354
Somalia,2000,0.0956,356
Somalia,2001,0.0958,360
Somalia,2002,0.0965,369
Somalia,2003,0.0976,376
Somalia,2004,0.0987,383
Somalia,2005,0.0999,390
Somalia,2006,0.101,399
Somalia,2007,0.102,409
Somalia,2008,0.103,420
Somalia,2009,0.105,427
Somalia,2010,0.107,435
Somalia,2011,0.108,444
Somalia,2012,0.11,459
Somalia,2013,0.112,468
South Africa,1990,0.103,6170
South Africa,1991,0.103,6350
South Africa,1992,0.103,6600
South Africa,1993,0.103,6520
South Africa,1994,0.103,6630
South Africa,1995,0.103,6620
South Africa,1996,0.105,6750
South Africa,1997,0.107,7190
South Africa,1998,0.109,7360
South Africa,1999,0.11,7740
South Africa,2000,0.111,8520
South Africa,2001,0.112,8530
South Africa,2002,0.113,8790
South Africa,2003,0.113,8970
South Africa,2004,0.113,9000
South Africa,2005,0.112,8930
South Africa,2006,0.11,8830
South Africa,2007,0.108,8420
South Africa,2008,0.105,8020
South Africa,2009,0.102,7740
South Africa,2010,0.0991,7470
South Africa,2011,0.0964,7190
South Africa,2012,0.0939,6920
South Africa,2013,0.0917,6870
South Korea,1990,0.104,5720
South Korea,1991,0.101,5760
South Korea,1992,0.0978,5880
South Korea,1993,0.0937,6060
South Korea,1994,0.0902,6330
South Korea,1995,0.0876,6680
South Korea,1996,0.0855,7140
South Korea,1997,0.0846,7640
South Korea,1998,0.0842,8340
South Korea,1999,0.0832,8900
South Korea,2000,0.0811,9490
South Korea,2001,0.0779,10300
South Korea,2002,0.0735,11100
South Korea,2003,0.069,11900
South Korea,2004,0.0655,12600
South Korea,2005,0.0638,13300
South Korea,2006,0.0636,13700
South Korea,2007,0.065,14300
South Korea,2008,0.0674,14900
South Korea,2009,0.0695,15500
South Korea,2010,0.0706,16000
South Korea,2011,0.0703,15900
South Korea,2012,0.0692,15900
South Korea,2013,0.0675,15800
South Sudan,1990,0.104,182
South Sudan,1991,0.103,181
South Sudan,1992,0.103,182
South Sudan,1993,0.103,183
South Sudan,1994,0.103,185
South Sudan,1995,0.103,189
South Sudan,1996,0.102,194
South Sudan,1997,0.101,194
South Sudan,1998,0.101,205
South Sudan,1999,0.1,213
South Sudan,2000,0.101,222
South Sudan,2001,0.101,220
South Sudan,2002,0.102,222
South Sudan,2003,0.104,234
South Sudan,2004,0.105,248
South Sudan,2005,0.106,261
South Sudan,2006,0.107,280
South Sudan,2007,0.107,296
South Sudan,2008,0.107,307
South Sudan,2009,0.108,321
South Sudan,2010,0.108,333
South Sudan,2011,0.108,345
South Sudan,2012,0.109,367
South Sudan,2013,0.109,390
Spain,1990,0.0854,3480
Spain,1991,0.085,3510
Spain,1992,0.0846,3500
Spain,1993,0.0839,3540
Spain,1994,0.0827,3550
Spain,1995,0.0809,3550
Spain,1996,0.0784,3580
Spain,1997,0.0752,3670
Spain,1998,0.0716,3690
Spain,1999,0.068,3670
Spain,2000,0.0648,3680
Spain,2001,0.062,3670
Spain,2002,0.0594,3720
Spain,2003,0.0569,3780
Spain,2004,0.0547,3800
Spain,2005,0.0528,3810
Spain,2006,0.0518,3810
Spain,2007,0.0509,3830
Spain,2008,0.0502,3850
Spain,2009,0.0495,3830
Spain,2010,0.0489,3780
Spain,2011,0.0484,3780
Spain,2012,0.0481,3830
Spain,2013,0.048,3800
Sri Lanka,1990,0.0983,6360
Sri Lanka,1991,0.0982,6440
Sri Lanka,1992,0.0986,6580
Sri Lanka,1993,0.0993,6770
Sri Lanka,1994,0.1,7080
Sri Lanka,1995,0.101,7390
Sri Lanka,1996,0.1,7640
Sri Lanka,1997,0.1,7980
Sri Lanka,1998,0.1,8010
Sri Lanka,1999,0.1,7830
Sri Lanka,2000,0.0991,7510
Sri Lanka,2001,0.097,7180
Sri Lanka,2002,0.0943,6820
Sri Lanka,2003,0.0914,6510
Sri Lanka,2004,0.0887,6220
Sri Lanka,2005,0.0865,6010
Sri Lanka,2006,0.0842,5670
Sri Lanka,2007,0.0825,5420
Sri Lanka,2008,0.0816,5220
Sri Lanka,2009,0.081,4980
Sri Lanka,2010,0.0805,4860
Sri Lanka,2011,0.0792,4870
Sri Lanka,2012,0.0779,4870
Sri Lanka,2013,0.0768,4890
St. Kitts and Nevis,1990,,
St. Kitts and Nevis,1991,,
St. Kitts and Nevis,1992,,
St. Kitts and Nevis,1993,,
St. Kitts and Nevis,1994,,
St. Kitts and Nevis,1995,,
St. Kitts and Nevis,1996,,
St. Kitts and Nevis,1997,,
St. Kitts and Nevis,1998,,
St. Kitts and Nevis,1999,,
St. Kitts and Nevis,2000,,
St. Kitts and Nevis,2001,,
St. Kitts and Nevis,2002,,
St. Kitts and Nevis,2003,,
St. Kitts and Nevis,2004,,
St. Kitts and Nevis,2005,,
St. Kitts and Nevis,2006,,
St. Kitts and Nevis,2007,,
St. Kitts and Nevis,2008,,
St. Kitts and Nevis,2009,,
St. Kitts and Nevis,2010,,
St. Kitts and Nevis,2011,,
St. Kitts and Nevis,2012,,
St. Kitts and Nevis,2013,,
St. Lucia,1990,0.108,7.79
St. Lucia,1991,0.106,8.13
St. Lucia,1992,0.103,8.36
St. Lucia,1993,0.0994,8.46
St. Lucia,1994,0.0968,8.51
St. Lucia,1995,0.0952,8.71
St. Lucia,1996,0.0959,8.42
St. Lucia,1997,0.0975,8.43
St. Lucia,1998,0.0997,9.01
St. Lucia,1999,0.102,9.31
St. Lucia,2000,0.103,9.19
St. Lucia,2001,0.105,9.31
St. Lucia,2002,0.105,9.48
St. Lucia,2003,0.106,9.89
St. Lucia,2004,0.106,10.4
St. Lucia,2005,0.106,10.7
St. Lucia,2006,0.102,10.9
St. Lucia,2007,0.0996,11.2
St. Lucia,2008,0.0984,11.6
St. Lucia,2009,0.0982,11.9
St. Lucia,2010,0.0983,12.1
St. Lucia,2011,0.0983,12.7
St. Lucia,2012,0.097,12.7
St. Lucia,2013,0.0947,12.7
St. Vincent and the Grenadines,1990,0.113,5.15
St. Vincent and the Grenadines,1991,0.113,5.32
St. Vincent and the Grenadines,1992,0.112,5.52
St. Vincent and the Grenadines,1993,0.112,5.72
St. Vincent and the Grenadines,1994,0.111,5.93
St. Vincent and the Grenadines,1995,0.111,6.15
St. Vincent and the Grenadines,1996,0.11,6.04
St. Vincent and the Grenadines,1997,0.109,6.21
St. Vincent and the Grenadines,1998,0.108,6.75
St. Vincent and the Grenadines,1999,0.107,7.01
St. Vincent and the Grenadines,2000,0.106,6.76
St. Vincent and the Grenadines,2001,0.104,7.35
St. Vincent and the Grenadines,2002,0.103,7.34
St. Vincent and the Grenadines,2003,0.101,7.45
St. Vincent and the Grenadines,2004,0.0994,7.56
St. Vincent and the Grenadines,2005,0.0982,7.57
St. Vincent and the Grenadines,2006,0.0956,7.66
St. Vincent and the Grenadines,2007,0.0939,7.73
St. Vincent and the Grenadines,2008,0.0935,7.83
St. Vincent and the Grenadines,2009,0.094,7.95
St. Vincent and the Grenadines,2010,0.095,8.14
St. Vincent and the Grenadines,2011,0.0927,8.36
St. Vincent and the Grenadines,2012,0.0907,8.51
St. Vincent and the Grenadines,2013,0.0892,8.47
Sudan,1990,0.11,726
Sudan,1991,0.109,770
Sudan,1992,0.109,815
Sudan,1993,0.109,862
Sudan,1994,0.109,909
Sudan,1995,0.109,953
Sudan,1996,0.109,987
Sudan,1997,0.108,1010
Sudan,1998,0.108,1030
Sudan,1999,0.108,1070
Sudan,2000,0.107,1110
Sudan,2001,0.106,1140
Sudan,2002,0.105,1170
Sudan,2003,0.104,1190
Sudan,2004,0.104,1230
Sudan,2005,0.104,1270
Sudan,2006,0.104,1310
Sudan,2007,0.104,1350
Sudan,2008,0.105,1390
Sudan,2009,0.106,1430
Sudan,2010,0.106,1450
Sudan,2011,0.107,1490
Sudan,2012,0.108,1550
Sudan,2013,0.108,1600
Suriname,1990,0.105,65.6
Suriname,1991,0.101,69
Suriname,1992,0.0966,72.4
Suriname,1993,0.0919,75.4
Suriname,1994,0.0884,76.8
Suriname,1995,0.0868,77.1
Suriname,1996,0.0874,78.1
Suriname,1997,0.0891,80.1
Suriname,1998,0.0912,82
Suriname,1999,0.0928,86.1
Suriname,2000,0.0935,89.4
Suriname,2001,0.0941,95.2
Suriname,2002,0.0942,99.9
Suriname,2003,0.0939,105
Suriname,2004,0.0935,107
Suriname,2005,0.0931,110
Suriname,2006,0.0932,114
Suriname,2007,0.0934,117
Suriname,2008,0.0937,123
Suriname,2009,0.0939,125
Suriname,2010,0.0937,129
Suriname,2011,0.0932,131
Suriname,2012,0.0923,132
Suriname,2013,0.0913,134
Sweden,1990,0.066,1840
Sweden,1991,0.0644,1830
Sweden,1992,0.0625,1770
Sweden,1993,0.0607,1740
Sweden,1994,0.059,1700
Sweden,1995,0.0577,1660
Sweden,1996,0.0568,1590
Sweden,1997,0.0562,1520
Sweden,1998,0.0561,1490
Sweden,1999,0.0564,1460
Sweden,2000,0.0571,1430
Sweden,2001,0.0585,1420
Sweden,2002,0.0601,1400
Sweden,2003,0.0618,1390
Sweden,2004,0.0634,1400
Sweden,2005,0.0649,1390
Sweden,2006,0.0665,1380
Sweden,2007,0.0681,1390
Sweden,2008,0.0693,1400
Sweden,2009,0.0697,1400
Sweden,2010,0.0687,1380
Sweden,2011,0.0668,1380
Sweden,2012,0.0633,1390
Sweden,2013,0.0589,1400
Switzerland,1990,0.065,1860
Switzerland,1991,0.0628,1900
Switzerland,1992,0.0606,1880
Switzerland,1993,0.0587,1850
Switzerland,1994,0.0573,1830
Switzerland,1995,0.0565,1730
Switzerland,1996,0.0562,1680
Switzerland,1997,0.0563,1630
Switzerland,1998,0.0569,1610
Switzerland,1999,0.0575,1570
Switzerland,2000,0.058,1570
Switzerland,2001,0.0584,1560
Switzerland,2002,0.0586,1570
Switzerland,2003,0.0586,1530
Switzerland,2004,0.0585,1500
Switzerland,2005,0.0585,1470
Switzerland,2006,0.059,1450
Switzerland,2007,0.0593,1430
Switzerland,2008,0.0594,1400
Switzerland,2009,0.0591,1360
Switzerland,2010,0.0584,1320
Switzerland,2011,0.0581,1300
Switzerland,2012,0.0571,1290
Switzerland,2013,0.0557,1290
Syria,1990,0.114,226
Syria,1991,0.116,234
Syria,1992,0.117,241
Syria,1993,0.118,252
Syria,1994,0.119,263
Syria,1995,0.12,275
Syria,1996,0.12,285
Syria,1997,0.121,295
Syria,1998,0.12,305
Syria,1999,0.12,316
Syria,2000,0.12,319
Syria,2001,0.119,318
Syria,2002,0.119,323
Syria,2003,0.118,327
Syria,2004,0.117,332
Syria,2005,0.116,332
Syria,2006,0.114,345
Syria,2007,0.111,365
Syria,2008,0.108,381
Syria,2009,0.105,395
Syria,2010,0.104,413
Syria,2011,0.102,412
Syria,2012,0.102,402
Syria,2013,0.102,388
Tajikistan,1990,0.1,274
Tajikistan,1991,0.0997,277
Tajikistan,1992,0.0995,285
Tajikistan,1993,0.0996,286
Tajikistan,1994,0.1,287
Tajikistan,1995,0.102,284
Tajikistan,1996,0.103,283
Tajikistan,1997,0.105,281
Tajikistan,1998,0.107,277
Tajikistan,1999,0.11,278
Tajikistan,2000,0.113,282
Tajikistan,2001,0.116,287
Tajikistan,2002,0.119,290
Tajikistan,2003,0.123,296
Tajikistan,2004,0.125,302
Tajikistan,2005,0.126,307
Tajikistan,2006,0.125,323
Tajikistan,2007,0.124,336
Tajikistan,2008,0.121,346
Tajikistan,2009,0.118,350
Tajikistan,2010,0.115,348
Tajikistan,2011,0.112,342
Tajikistan,2012,0.109,354
Tajikistan,2013,0.107,364
Tanzania,1990,0.107,1480
Tanzania,1991,0.107,1530
Tanzania,1992,0.108,1590
Tanzania,1993,0.108,1650
Tanzania,1994,0.108,1740
Tanzania,1995,0.109,1780
Tanzania,1996,0.109,1830
Tanzania,1997,0.109,1870
Tanzania,1998,0.109,1930
Tanzania,1999,0.109,1980
Tanzania,2000,0.109,1990
Tanzania,2001,0.109,1990
Tanzania,2002,0.109,1970
Tanzania,2003,0.109,2000
Tanzania,2004,0.109,2020
Tanzania,2005,0.109,2110
Tanzania,2006,0.109,2180
Tanzania,2007,0.108,2230
Tanzania,2008,0.108,2310
Tanzania,2009,0.108,2390
Tanzania,2010,0.107,2490
Tanzania,2011,0.106,2580
Tanzania,2012,0.105,2700
Tanzania,2013,0.104,2820
Thailand,1990,0.109,7410
Thailand,1991,0.107,7800
Thailand,1992,0.105,8290
Thailand,1993,0.103,9010
Thailand,1994,0.102,9670
Thailand,1995,0.1,10200
Thailand,1996,0.0964,10500
Thailand,1997,0.093,10400
Thailand,1998,0.0903,10500
Thailand,1999,0.0882,10600
Thailand,2000,0.0866,10500
Thailand,2001,0.0852,10300
Thailand,2002,0.0834,10200
Thailand,2003,0.0815,9940
Thailand,2004,0.0797,9170
Thailand,2005,0.0781,8500
Thailand,2006,0.0764,8570
Thailand,2007,0.0751,8530
Thailand,2008,0.0741,8520
Thailand,2009,0.0734,8450
Thailand,2010,0.0726,8380
Thailand,2011,0.072,8370
Thailand,2012,0.0715,8370
Thailand,2013,0.0711,8320
Timor-Leste,1990,0.108,72.1
Timor-Leste,1991,0.102,73.9
Timor-Leste,1992,0.0951,75
Timor-Leste,1993,0.088,75.5
Timor-Leste,1994,0.0829,75.4
Timor-Leste,1995,0.0807,74.6
Timor-Leste,1996,0.0807,70.1
Timor-Leste,1997,0.0838,65.3
Timor-Leste,1998,0.0889,61.9
Timor-Leste,1999,0.0941,58.1
Timor-Leste,2000,0.0983,55.4
Timor-Leste,2001,0.1,55.3
Timor-Leste,2002,0.101,56.7
Timor-Leste,2003,0.101,59.4
Timor-Leste,2004,0.102,60.4
Timor-Leste,2005,0.104,59.5
Timor-Leste,2006,0.106,58.6
Timor-Leste,2007,0.109,57.9
Timor-Leste,2008,0.112,57.9
Timor-Leste,2009,0.115,58.6
Timor-Leste,2010,0.116,59.3
Timor-Leste,2011,0.117,59.6
Timor-Leste,2012,0.116,60
Timor-Leste,2013,0.115,60.8
Togo,1990,0.107,237
Togo,1991,0.108,247
Togo,1992,0.109,257
Togo,1993,0.11,271
Togo,1994,0.111,287
Togo,1995,0.112,300
Togo,1996,0.113,315
Togo,1997,0.114,343
Togo,1998,0.114,365
Togo,1999,0.114,366
Togo,2000,0.114,378
Togo,2001,0.113,389
Togo,2002,0.112,400
Togo,2003,0.111,429
Togo,2004,0.11,432
Togo,2005,0.109,449
Togo,2006,0.108,462
Togo,2007,0.106,482
Togo,2008,0.105,510
Togo,2009,0.103,522
Togo,2010,0.103,540
Togo,2011,0.102,554
Togo,2012,0.102,567
Togo,2013,0.102,587
Tonga,1990,0.113,6.14
Tonga,1991,0.108,6.38
Tonga,1992,0.104,6.41
Tonga,1993,0.103,6.4
Tonga,1994,0.105,6.4
Tonga,1995,0.108,6.39
Tonga,1996,0.109,6.47
Tonga,1997,0.112,6.48
Tonga,1998,0.116,6.38
Tonga,1999,0.118,6.7
Tonga,2000,0.118,6.8
Tonga,2001,0.115,6.87
Tonga,2002,0.11,6.89
Tonga,2003,0.104,6.88
Tonga,2004,0.1,6.92
Tonga,2005,0.0984,6.84
Tonga,2006,0.0978,6.79
Tonga,2007,0.0992,6.82
Tonga,2008,0.102,6.8
Tonga,2009,0.105,6.84
Tonga,2010,0.107,6.98
Tonga,2011,0.105,7.03
Tonga,2012,0.103,7.08
Tonga,2013,0.103,7.15
Trinidad and Tobago,1990,0.0946,155
Trinidad and Tobago,1991,0.0947,158
Trinidad and Tobago,1992,0.0944,162
Trinidad and Tobago,1993,0.0943,166
Trinidad and Tobago,1994,0.0951,167
Trinidad and Tobago,1995,0.0974,175
Trinidad and Tobago,1996,0.1,172
Trinidad and Tobago,1997,0.104,175
Trinidad and Tobago,1998,0.108,177
Trinidad and Tobago,1999,0.112,172
Trinidad and Tobago,2000,0.113,175
Trinidad and Tobago,2001,0.112,175
Trinidad and Tobago,2002,0.11,175
Trinidad and Tobago,2003,0.106,172
Trinidad and Tobago,2004,0.102,175
Trinidad and Tobago,2005,0.0975,173
Trinidad and Tobago,2006,0.0927,172
Trinidad and Tobago,2007,0.088,174
Trinidad and Tobago,2008,0.0834,178
Trinidad and Tobago,2009,0.0791,177
Trinidad and Tobago,2010,0.0752,176
Trinidad and Tobago,2011,0.072,177
Trinidad and Tobago,2012,0.0691,177
Trinidad and Tobago,2013,0.0666,176
Tunisia,1990,0.103,242
Tunisia,1991,0.103,252
Tunisia,1992,0.103,262
Tunisia,1993,0.104,273
Tunisia,1994,0.105,283
Tunisia,1995,0.105,292
Tunisia,1996,0.106,300
Tunisia,1997,0.106,309
Tunisia,1998,0.107,316
Tunisia,1999,0.107,328
Tunisia,2000,0.107,340
Tunisia,2001,0.108,350
Tunisia,2002,0.108,359
Tunisia,2003,0.108,368
Tunisia,2004,0.107,377
Tunisia,2005,0.106,385
Tunisia,2006,0.103,395
Tunisia,2007,0.0994,402
Tunisia,2008,0.0959,406
Tunisia,2009,0.0923,411
Tunisia,2010,0.0889,417
Tunisia,2011,0.0854,421
Tunisia,2012,0.0821,425
Tunisia,2013,0.079,428
Turkey,1990,0.104,2080
Turkey,1991,0.104,2230
Turkey,1992,0.104,2310
Turkey,1993,0.104,2420
Turkey,1994,0.104,2510
Turkey,1995,0.104,2570
Turkey,1996,0.104,2560
Turkey,1997,0.103,2600
Turkey,1998,0.103,2550
Turkey,1999,0.102,2710
Turkey,2000,0.101,2540
Turkey,2001,0.0994,2470
Turkey,2002,0.0979,2380
Turkey,2003,0.0963,2510
Turkey,2004,0.0947,2460
Turkey,2005,0.0931,2450
Turkey,2006,0.0916,2430
Turkey,2007,0.0901,2280
Turkey,2008,0.0887,2170
Turkey,2009,0.0875,2290
Turkey,2010,0.0867,2220
Turkey,2011,0.086,2230
Turkey,2012,0.0857,2250
Turkey,2013,0.0856,2380
Turkmenistan,1990,0.102,296
Turkmenistan,1991,0.101,302
Turkmenistan,1992,0.102,310
Turkmenistan,1993,0.102,314
Turkmenistan,1994,0.103,330
Turkmenistan,1995,0.103,347
Turkmenistan,1996,0.104,365
Turkmenistan,1997,0.104,399
Turkmenistan,1998,0.104,438
Turkmenistan,1999,0.105,476
Turkmenistan,2000,0.106,512
Turkmenistan,2001,0.108,541
Turkmenistan,2002,0.11,557
Turkmenistan,2003,0.113,566
Turkmenistan,2004,0.115,573
Turkmenistan,2005,0.116,577
Turkmenistan,2006,0.116,568
Turkmenistan,2007,0.116,543
Turkmenistan,2008,0.116,521
Turkmenistan,2009,0.114,498
Turkmenistan,2010,0.11,484
Turkmenistan,2011,0.106,471
Turkmenistan,2012,0.0999,461
Turkmenistan,2013,0.0933,452
Tuvalu,1990,,
Tuvalu,1991,,
Tuvalu,1992,,
Tuvalu,1993,,
Tuvalu,1994,,
Tuvalu,1995,,
Tuvalu,1996,,
Tuvalu,1997,,
Tuvalu,1998,,
Tuvalu,1999,,
Tuvalu,2000,,
Tuvalu,2001,,
Tuvalu,2002,,
Tuvalu,2003,,
Tuvalu,2004,,
Tuvalu,2005,,
Tuvalu,2006,,
Tuvalu,2007,,
Tuvalu,2008,,
Tuvalu,2009,,
Tuvalu,2010,,
Tuvalu,2011,,
Tuvalu,2012,,
Tuvalu,2013,,
Uganda,1990,0.105,1760
Uganda,1991,0.105,1900
Uganda,1992,0.105,1970
Uganda,1993,0.105,2060
Uganda,1994,0.106,2160
Uganda,1995,0.107,2240
Uganda,1996,0.107,2340
Uganda,1997,0.107,2380
Uganda,1998,0.107,2500
Uganda,1999,0.108,2590
Uganda,2000,0.109,2730
Uganda,2001,0.109,2770
Uganda,2002,0.109,2780
Uganda,2003,0.11,2810
Uganda,2004,0.11,2860
Uganda,2005,0.111,2920
Uganda,2006,0.111,2970
Uganda,2007,0.111,3010
Uganda,2008,0.112,3020
Uganda,2009,0.112,3060
Uganda,2010,0.112,3070
Uganda,2011,0.112,3110
Uganda,2012,0.112,3150
Uganda,2013,0.112,3230
Ukraine,1990,0.0704,12500
Ukraine,1991,0.0709,13400
Ukraine,1992,0.0711,14600
Ukraine,1993,0.0713,15700
Ukraine,1994,0.0717,17100
Ukraine,1995,0.0724,19000
Ukraine,1996,0.0734,19000
Ukraine,1997,0.0746,18400
Ukraine,1998,0.0758,17500
Ukraine,1999,0.0769,17800
Ukraine,2000,0.0776,18100
Ukraine,2001,0.0777,17300
Ukraine,2002,0.0773,16800
Ukraine,2003,0.0765,16400
Ukraine,2004,0.0751,16200
Ukraine,2005,0.0733,16000
Ukraine,2006,0.0718,15000
Ukraine,2007,0.0696,15200
Ukraine,2008,0.0667,14700
Ukraine,2009,0.0633,12700
Ukraine,2010,0.06,11800
Ukraine,2011,0.0567,11200
Ukraine,2012,0.0539,11300
Ukraine,2013,0.0516,11300
United Arab Emirates,1990,0.0745,70.8
United Arab Emirates,1991,0.0761,77.6
United Arab Emirates,1992,0.0746,84.2
United Arab Emirates,1993,0.0714,91.7
United Arab Emirates,1994,0.0678,99.2
United Arab Emirates,1995,0.0648,111
United Arab Emirates,1996,0.0708,117
United Arab Emirates,1997,0.0737,125
United Arab Emirates,1998,0.073,129
United Arab Emirates,1999,0.0698,136
United Arab Emirates,2000,0.066,143
United Arab Emirates,2001,0.0734,152
United Arab Emirates,2002,0.0755,163
United Arab Emirates,2003,0.073,194
United Arab Emirates,2004,0.0669,229
United Arab Emirates,2005,0.0591,256
United Arab Emirates,2006,0.0647,293
United Arab Emirates,2007,0.0629,347
